Wall time,Step,Value
1561641510.443123,10,0.7407421469688416
1561641607.7905169,20,0.7196342349052429
1561641707.3030255,30,0.7142888903617859
1561641804.0062282,40,0.710528552532196
1561641903.452821,50,0.7164059281349182
1561641999.2514153,60,0.6977131962776184
1561642101.652471,70,0.7192147374153137
1561642204.0599434,80,0.7362770438194275
1561642305.8705626,90,0.7070595622062683
1561642411.403409,100,0.7078456282615662
1561642510.7563164,110,0.7366541028022766
1561642616.4827006,120,0.7353180050849915
1561642720.486514,130,0.723867654800415
1561642820.8289514,140,0.7063841223716736
1561642924.4116235,150,0.7129111886024475
1561643025.5592725,160,0.704775333404541
1561643128.9709709,170,0.7277371287345886
1561643229.9062932,180,0.7246893048286438
1561643331.0107372,190,0.71858149766922
1561643439.102259,200,0.7124731540679932
1561643536.4522524,210,0.6943648457527161
1561643638.6339896,220,0.7039753794670105
1561643742.0345242,230,0.7221944332122803
1561643843.9036026,240,0.7215822339057922
1561643949.6453798,250,0.7194864153862
1561644048.843834,260,0.6935446858406067
1561644153.0116868,270,0.7318778038024902
1561644254.397186,280,0.7077718377113342
1561644356.8986967,290,0.7292755246162415
1561644460.675427,300,0.727734386920929
1561644560.8910315,310,0.7155017852783203
1561644663.22567,320,0.7182299494743347
1561644766.2038283,330,0.7102921009063721
1561644871.6905186,340,0.717583179473877
1561644974.382631,350,0.7244698405265808
1561645074.8012817,360,0.7310245633125305
1561645177.8745422,370,0.7141606211662292
1561645282.8924155,380,0.7091159820556641
1561645384.0749936,390,0.71339350938797
1561645483.8944438,400,0.7020792961120605
1561645592.508822,410,0.7210607528686523
1561645692.2524896,420,0.7033114433288574
1561645795.089573,430,0.7270379662513733
1561645895.3305964,440,0.703484833240509
1561645999.6359088,450,0.7409396767616272
1561646100.6306186,460,0.7331629395484924
1561646207.1389441,470,0.7057304978370667
1561646307.6265316,480,0.713921070098877
1561646409.077072,490,0.7313311100006104
1561646513.7835138,500,0.6999950408935547
