Wall time,Step,Value
1561652981.251881,10,0.7267813682556152
1561653080.1319606,20,0.6831367611885071
1561653179.0488622,30,0.6435768604278564
1561653278.7459462,40,0.6599564552307129
1561653376.1069746,50,0.6363418698310852
1561653479.068617,60,0.621675968170166
1561653586.7119036,70,0.6367818713188171
1561653689.2556415,80,0.5994970798492432
1561653791.0472302,90,0.6063414812088013
1561653896.7281296,100,0.5951723456382751
1561654001.4217377,110,0.5914528965950012
1561654103.3589995,120,0.6006960272789001
1561654211.701924,130,0.5850387215614319
1561654314.3014324,140,0.6245171427726746
1561654419.8155942,150,0.6137350797653198
1561654524.9214392,160,0.6414578557014465
1561654626.9827478,170,0.5915072560310364
1561654732.2065682,180,0.5926653742790222
1561654833.9034483,190,0.6206255555152893
1561654940.8983135,200,0.585601270198822
1561655042.901497,210,0.6224583983421326
1561655147.4230037,220,0.5857201218605042
1561655251.970907,230,0.6259724497795105
1561655356.3228178,240,0.6070141196250916
1561655459.2066007,250,0.6184768080711365
1561655563.0098171,260,0.5980845093727112
1561655669.1479352,270,0.6117749214172363
1561655774.2407444,280,0.5902979969978333
1561655877.3930678,290,0.6128169298171997
1561655980.0687683,300,0.6284597516059875
1561656082.9698336,310,0.5978526473045349
1561656186.9702375,320,0.5949604511260986
1561656290.672785,330,0.6112788319587708
1561656398.318117,340,0.6089523434638977
1561656499.8609905,350,0.5944181680679321
1561656604.6531222,360,0.6633033752441406
1561656707.5998054,370,0.627746045589447
1561656812.4352546,380,0.5747582316398621
1561656914.2974663,390,0.6013463139533997
1561657016.5003078,400,0.5891764760017395
1561657123.0166857,410,0.613479495048523
1561657225.171275,420,0.6100959181785583
1561657332.706518,430,0.5907531380653381
1561657434.9139395,440,0.6021631360054016
1561657538.547593,450,0.592048168182373
1561657644.2196038,460,0.5989648103713989
1561657751.111905,470,0.5837098956108093
1561657853.6471531,480,0.5953197479248047
1561657956.172711,490,0.6201793551445007
1561658059.7925265,500,0.5945193767547607
