Wall time,Step,Value
1559752981.610389,10,0.22834797203540802
1559753082.9487987,20,0.2807748019695282
1559753201.0669487,30,0.22914592921733856
1559753317.2794125,40,0.22671179473400116
1559753434.2262447,50,0.21319003403186798
1559753544.6527908,60,0.18059515953063965
1559753664.4394288,70,0.22062842547893524
1559753777.6521761,80,0.18352587521076202
1559753892.393048,90,0.1672920137643814
1559754009.326032,100,0.24398104846477509
1559754123.220367,110,0.2622267007827759
1559754240.5734627,120,0.2645951211452484
1559754359.8248663,130,0.21569444239139557
1559754473.981963,140,0.17414236068725586
1559754590.2644532,150,0.23819880187511444
1559754703.3362072,160,0.2087607979774475
1559754821.4277003,170,0.21326160430908203
1559754937.0476992,180,0.22577540576457977
1559755051.7454996,190,0.17497964203357697
1559755175.0686517,200,0.24952667951583862
1559755286.693672,210,0.18328340351581573
1559755402.5920327,220,0.1350279003381729
1559755517.9157813,230,0.13272860646247864
1559755635.3625093,240,0.291235089302063
1559755751.1553617,250,0.23859024047851562
1559755864.4064562,260,0.18313688039779663
1559755982.3116972,270,0.18438462913036346
1559756099.961595,280,0.24104662239551544
1559756214.2666028,290,0.17322544753551483
1559756330.811704,300,0.19004404544830322
1559756443.9332237,310,0.2164640873670578
1559756559.1559734,320,0.13082145154476166
1559756677.0913713,330,0.15246829390525818
1559756793.7017665,340,0.1625823825597763
1559756913.0704012,350,0.09634903818368912
1559757032.257001,360,0.26295411586761475
1559757146.5569127,370,0.19126003980636597
1559757262.257939,380,0.2314036637544632
1559757375.2720082,390,0.10934651643037796
1559757491.8563242,400,0.16645994782447815
1559757613.5451205,410,0.10741209238767624
1559757731.1177313,420,0.13079716265201569
1559757843.730817,430,0.1228330060839653
1559757959.4316711,440,0.15035833418369293
1559758079.231476,450,0.17903642356395721
1559758191.2310758,460,0.19491291046142578
1559758308.7451594,470,0.1255277842283249
1559758426.0037873,480,0.11613393574953079
1559758546.8696382,490,0.14813433587551117
1559758661.8403804,500,0.13109846413135529
