Wall time,Step,Value
1562802957.3772306,10,0.32916441559791565
1562803056.4568048,20,0.317317932844162
1562803170.3214521,30,0.3244597911834717
1562803283.348762,40,0.30108919739723206
1562803394.5908377,50,0.2923695743083954
1562803509.170401,60,0.3171614408493042
1562803629.962064,70,0.2916017472743988
1562803743.5094275,80,0.2992682158946991
1562803852.1697319,90,0.2947311997413635
1562803965.0914712,100,0.2717631459236145
1562804078.364362,110,0.26865923404693604
1562804190.3847742,120,0.2665351927280426
1562804309.90102,130,0.26517900824546814
1562804422.099703,140,0.2807364761829376
1562804533.611517,150,0.27647456526756287
1562804645.9768548,160,0.26363062858581543
1562804762.3670125,170,0.26331987977027893
1562804876.7278676,180,0.2806765139102936
1562804987.9742355,190,0.2747887670993805
1562805105.2670908,200,0.2796323597431183
1562805221.7142546,210,0.2821350395679474
1562805332.3519616,220,0.28749123215675354
1562805446.7542162,230,0.2962956726551056
1562805560.54422,240,0.26142191886901855
1562805672.2841418,250,0.27870747447013855
1562805788.6990287,260,0.24977119266986847
1562805903.2601733,270,0.25751784443855286
1562806016.9153936,280,0.25255087018013
1562806129.617205,290,0.23999015986919403
1562806244.8197992,300,0.28249457478523254
1562806356.4877958,310,0.30546700954437256
1562806469.8489683,320,0.27186283469200134
1562806585.8359916,330,0.2527656853199005
1562806703.6228344,340,0.3103888928890228
1562806813.4872828,350,0.2730640470981598
1562806930.321557,360,0.27476194500923157
1562807045.1193712,370,0.28718996047973633
1562807156.294528,380,0.29349491000175476
1562807268.333131,390,0.27045369148254395
1562807379.6542282,400,0.25113150477409363
1562807504.9443297,410,0.27852049469947815
1562807616.500129,420,0.2989712059497833
1562807731.0154073,430,0.26990827918052673
1562807842.9559624,440,0.27376145124435425
1562807958.1555574,450,0.2628491222858429
1562808072.6664524,460,0.26347798109054565
1562808184.851206,470,0.25826263427734375
1562808300.4688292,480,0.2542566657066345
1562808415.1074927,490,0.278396874666214
1562808527.3299625,500,0.2618051767349243
