Wall time,Step,Value
1565930823.6334116,10,0.7618494033813477
1565930921.9660578,20,0.6784029006958008
1565931024.076242,30,0.6364158391952515
1565931122.8227026,40,0.616582453250885
1565931225.5551507,50,0.6315425038337708
1565931322.5971842,60,0.595346212387085
1565931422.6653244,70,0.6062441468238831
1565931524.9292989,80,0.5747213363647461
1565931622.1568913,90,0.5913097262382507
1565931722.6027656,100,0.5944423675537109
1565931819.1332288,110,0.5836847424507141
1565931917.680157,120,0.5695773959159851
1565932016.3144376,130,0.5542620420455933
1565932115.2527869,140,0.5429554581642151
1565932215.1061506,150,0.5609155297279358
1565932313.091407,160,0.5699762105941772
1565932411.2319598,170,0.5346218943595886
1565932509.7447038,180,0.568398654460907
1565932607.1576502,190,0.5631066560745239
1565932705.3017929,200,0.5857173204421997
1565932803.1269417,210,0.5509188175201416
1565932903.7136986,220,0.5782687664031982
1565933003.0636337,230,0.543114960193634
1565933099.6719573,240,0.5457575917243958
1565933199.1784215,250,0.5957983136177063
1565933295.2596722,260,0.60273677110672
1565933395.3113577,270,0.5646799206733704
1565933494.9248147,280,0.5759077072143555
1565933592.9759562,290,0.5709033608436584
1565933692.6153705,300,0.5741539001464844
1565933789.789822,310,0.570068895816803
1565933887.6406097,320,0.5816600918769836
1565933984.0140579,330,0.5634797811508179
1565934083.637079,340,0.5252742767333984
1565934184.9416988,350,0.5422324538230896
1565934282.8692288,360,0.5448395609855652
1565934381.9278128,370,0.5353260040283203
1565934481.1743186,380,0.5259743332862854
1565934578.781146,390,0.5517797470092773
1565934675.5837088,400,0.5504254102706909
1565934776.3266757,410,0.5371391773223877
1565934876.0627203,420,0.5266339182853699
1565934976.3539307,430,0.580868661403656
1565935074.6135218,440,0.5283834934234619
1565935174.1640532,450,0.513807475566864
1565935271.5734797,460,0.5271544456481934
1565935369.8660548,470,0.5274888277053833
1565935470.750214,480,0.5566660165786743
1565935568.2216578,490,0.5344091057777405
1565935667.1746545,500,0.5335696339607239
