Wall time,Step,Value
1566860089.490343,10,0.6907815337181091
1566860173.3913715,20,0.6396180987358093
1566860259.398153,30,0.6238709688186646
1566860343.977628,40,0.5825120210647583
1566860428.0831761,50,0.7191208004951477
1566860516.0231068,60,0.6954014301300049
1566860595.62541,70,0.7200284004211426
1566860682.8355606,80,0.6978620886802673
1566860766.7502992,90,0.6856557130813599
1566860849.6201847,100,0.6385269165039062
1566860933.7356052,110,0.6251598596572876
1566861015.7863169,120,0.6292511224746704
1566861099.0061743,130,0.5452830791473389
1566861180.5924373,140,0.5999339818954468
1566861259.1127665,150,0.6033355593681335
1566861345.8260825,160,0.5331926345825195
1566861428.257034,170,0.5514237880706787
1566861514.067389,180,0.5997401475906372
1566861595.7532797,190,0.5986769795417786
1566861678.9322793,200,0.5434902906417847
1566861762.4191675,210,0.5692850351333618
1566861844.740515,220,0.5178954005241394
1566861925.2557344,230,0.52399742603302
1566862010.546586,240,0.542206883430481
1566862092.9841266,250,0.5405380129814148
1566862176.6923852,260,0.4988740086555481
1566862258.2452292,270,0.5077588558197021
1566862341.751721,280,0.5285872220993042
1566862424.399214,290,0.5155861973762512
1566862506.5873473,300,0.46054115891456604
1566862587.800822,310,0.47783929109573364
1566862670.7812812,320,0.4660372734069824
1566862756.6850321,330,0.5456742644309998
1566862839.2223794,340,0.5185610055923462
1566862921.8221111,350,0.45584386587142944
1566863004.9326136,360,0.45620426535606384
1566863087.3944461,370,0.461190789937973
1566863169.4548638,380,0.4963172376155853
1566863251.7910433,390,0.5750144124031067
1566863333.167606,400,0.46954184770584106
1566863418.4154537,410,0.48043546080589294
1566863500.2983046,420,0.4977932870388031
1566863584.2073605,430,0.47642946243286133
1566863666.1897178,440,0.47049322724342346
1566863749.3103416,450,0.46720051765441895
1566863833.0464873,460,0.47548216581344604
1566863914.635683,470,0.4658203125
1566863996.3566728,480,0.43120941519737244
1566864080.3409734,490,0.503907322883606
1566864163.8409307,500,0.46605515480041504
