Wall time,Step,Value
1561750097.0808017,10,0.2981196343898773
1561750198.3999562,20,0.22811420261859894
1561750316.980474,30,0.19634604454040527
1561750433.2534382,40,0.23187987506389618
1561750554.8629587,50,0.21990998089313507
1561750673.9265404,60,0.19417095184326172
1561750792.0161216,70,0.18320608139038086
1561750912.0670977,80,0.27040112018585205
1561751031.486453,90,0.22988517582416534
1561751151.842179,100,0.17964716255664825
1561751266.1510088,110,0.20624025166034698
1561751388.5814614,120,0.17813463509082794
1561751510.5763702,130,0.2296791821718216
1561751627.4835763,140,0.17682941257953644
1561751748.3473244,150,0.15925468504428864
1561751866.1383958,160,0.20225660502910614
1561751982.7787728,170,0.20035667717456818
1561752102.781415,180,0.15009020268917084
1561752220.3301768,190,0.17251916229724884
1561752346.9424248,200,0.16235414147377014
1561752466.0129452,210,0.19699661433696747
1561752581.7138972,220,0.1577509194612503
1561752699.3461878,230,0.16632956266403198
1561752816.8549757,240,0.21503598988056183
1561752941.5228577,250,0.23393209278583527
1561753057.1170464,260,0.20348459482192993
1561753179.1436267,270,0.1684020310640335
1561753300.21935,280,0.18223506212234497
1561753419.6510696,290,0.1729043573141098
1561753540.083345,300,0.19989706575870514
1561753655.9751863,310,0.14773717522621155
1561753775.5153966,320,0.20032469928264618
1561753894.9059966,330,0.16259783506393433
1561754016.7623844,340,0.19216330349445343
1561754137.142165,350,0.21749632060527802
1561754254.9208803,360,0.23783163726329803
1561754375.8509734,370,0.20994412899017334
1561754496.5919237,380,0.18743830919265747
1561754616.1216462,390,0.24050204455852509
1561754731.5110176,400,0.18605749309062958
1561754856.4781735,410,0.1995379775762558
1561754975.954855,420,0.1827344298362732
1561755094.7606099,430,0.25255507230758667
1561755213.6249259,440,0.17516393959522247
1561755333.8467417,450,0.17989754676818848
1561755456.9182086,460,0.20199768245220184
1561755576.513253,470,0.1959567815065384
1561755695.0972083,480,0.17995716631412506
1561755813.6360033,490,0.17079894244670868
1561755937.0626512,500,0.18191158771514893
