Wall time,Step,Value
1561756664.9270372,10,0.21151714026927948
1561756767.7912986,20,0.29439687728881836
1561756889.6831343,30,0.1958111971616745
1561757005.8541842,40,0.22059619426727295
1561757124.4908912,50,0.24524198472499847
1561757242.4921486,60,0.20554323494434357
1561757364.5258205,70,0.2011817842721939
1561757483.4971666,80,0.20505817234516144
1561757599.4911218,90,0.1502932459115982
1561757722.1920984,100,0.14848168194293976
1561757838.8801157,110,0.19439037144184113
1561757958.4473064,120,0.19035935401916504
1561758083.5522351,130,0.1373654305934906
1561758201.601827,140,0.2102642059326172
1561758325.6908984,150,0.15924029052257538
1561758445.8410919,160,0.17396651208400726
1561758562.3181026,170,0.13334853947162628
1561758679.9313111,180,0.1217375174164772
1561758799.3798172,190,0.12702392041683197
1561758926.2489555,200,0.13439466059207916
1561759041.5620975,210,0.1536971479654312
1561759163.2261803,220,0.16490553319454193
1561759281.127545,230,0.1493615359067917
1561759400.5481353,240,0.15572555363178253
1561759523.4300637,250,0.16261690855026245
1561759641.3299646,260,0.15488548576831818
1561759761.7153628,270,0.12890326976776123
1561759878.5389788,280,0.17357699573040009
1561759998.324082,290,0.13186399638652802
1561760121.128673,300,0.13839682936668396
1561760236.4627788,310,0.12869782745838165
1561760354.0606408,320,0.14576216042041779
1561760478.9528692,330,0.14225341379642487
1561760602.247568,340,0.16832779347896576
1561760722.398487,350,0.1538897156715393
1561760838.3281896,360,0.1356404572725296
1561760957.8621676,370,0.17294315993785858
1561761079.1181831,380,0.14713728427886963
1561761195.8671668,390,0.14135904610157013
1561761314.269881,400,0.14248283207416534
1561761441.490954,410,0.1229693815112114
1561761559.4000766,420,0.1329486221075058
1561761678.0492084,430,0.13790644705295563
1561761795.1341972,440,0.12734295427799225
1561761918.2635257,450,0.11497316509485245
1561762035.523756,460,0.13485772907733917
1561762156.3471882,470,0.17081868648529053
1561762279.6294785,480,0.1436009556055069
1561762400.6389716,490,0.14267180860042572
1561762522.6487613,500,0.16292929649353027
