Wall time,Step,Value
1566845831.1469347,10,0.7295324206352234
1566845915.0896633,20,0.7504612803459167
1566846002.493831,30,0.728717029094696
1566846088.2219136,40,0.6995774507522583
1566846172.1135385,50,0.7017630934715271
1566846258.4622514,60,0.6957712769508362
1566846337.3313622,70,0.707176923751831
1566846422.785545,80,0.6994447112083435
1566846506.768738,90,0.688125491142273
1566846590.605872,100,0.6753259897232056
1566846676.1465387,110,0.6982327103614807
1566846757.2888765,120,0.6962825655937195
1566846840.3511188,130,0.6885740160942078
1566846923.0731819,140,0.6817668676376343
1566847002.612883,150,0.7081282138824463
1566847089.2958076,160,0.6812713146209717
1566847173.7188559,170,0.6797847151756287
1566847257.3991635,180,0.6874391436576843
1566847339.634707,190,0.6900363564491272
1566847421.6739404,200,0.6711363792419434
1566847505.2303302,210,0.6819599866867065
1566847588.1666968,220,0.695486843585968
1566847668.1527834,230,0.6716804504394531
1566847752.3888078,240,0.658799946308136
1566847835.5940454,250,0.6698185801506042
1566847920.9540827,260,0.6673122644424438
1566848001.973666,270,0.694166898727417
1566848084.4241462,280,0.6832122802734375
1566848167.5649786,290,0.663042426109314
1566848249.8101223,300,0.6710321307182312
1566848331.7383928,310,0.6624184250831604
1566848414.9959722,320,0.6734679937362671
1566848499.8678927,330,0.6622606515884399
1566848581.6546917,340,0.665664553642273
1566848663.8053627,350,0.6734570860862732
1566848746.9023948,360,0.6712378263473511
1566848829.0803046,370,0.6610949039459229
1566848913.0026326,380,0.6711397171020508
1566848995.3068318,390,0.6760343313217163
1566849077.03169,400,0.6704182624816895
1566849161.6634605,410,0.6702378988265991
1566849242.9943838,420,0.6544495820999146
1566849327.165039,430,0.6631866693496704
1566849409.1184244,440,0.6877924203872681
1566849491.718695,450,0.6674257516860962
1566849575.655116,460,0.6788539886474609
1566849657.8543196,470,0.6672734618186951
1566849739.0033877,480,0.6644918322563171
1566849823.269534,490,0.6882460713386536
1566849906.3351672,500,0.670249342918396
