Wall time,Step,Value
1561374172.4545305,10,0.39609625935554504
1561374269.9093425,20,0.36036625504493713
1561374382.6018376,30,0.35978904366493225
1561374496.0127394,40,0.3818229138851166
1561374610.3425126,50,0.3572114408016205
1561374723.9013932,60,0.37468814849853516
1561374838.0888221,70,0.34112241864204407
1561374956.1827908,80,0.34495195746421814
1561375070.8190446,90,0.33608922362327576
1561375206.2889318,100,0.32555076479911804
1561375319.4727156,110,0.3206658959388733
1561375432.628993,120,0.30587640404701233
1561375550.6999598,130,0.3031829297542572
1561375664.1129687,140,0.3018913269042969
1561375780.4131691,150,0.30548954010009766
1561375893.507043,160,0.3065415322780609
1561376007.9065232,170,0.3075388967990875
1561376125.723761,180,0.295971155166626
1561376238.8025439,190,0.27164900302886963
1561376380.435915,200,0.2706984281539917
1561376496.1009822,210,0.275211364030838
1561376608.029621,220,0.30557575821876526
1561376721.080776,230,0.28781381249427795
1561376835.32822,240,0.26732054352760315
1561376948.555029,250,0.265779584646225
1561377065.7992177,260,0.2678169310092926
1561377182.035401,270,0.30585160851478577
1561377296.104849,280,0.261381059885025
1561377413.6673229,290,0.24933205544948578
1561377549.6585166,300,0.223020538687706
1561377664.2156699,310,0.24191926419734955
1561377777.5650465,320,0.2573596239089966
1561377893.0693357,330,0.26019394397735596
1561378012.739482,340,0.27816012501716614
1561378125.2743049,350,0.24624408781528473
1561378240.438806,360,0.2372148483991623
1561378355.168645,370,0.2584657371044159
1561378467.386564,380,0.26166173815727234
1561378581.4581645,390,0.22254835069179535
1561378719.9625225,400,0.22877849638462067
1561378837.8404083,410,0.24976687133312225
1561378952.6225216,420,0.264477401971817
1561379065.1644382,430,0.2833831012248993
1561379179.0224156,440,0.2526324987411499
1561379290.76654,450,0.21358394622802734
1561379411.6145313,460,0.2048468142747879
1561379523.2976503,470,0.2173803448677063
1561379635.9101222,480,0.23619776964187622
1561379749.186077,490,0.22043579816818237
1561379885.8808873,500,0.23019397258758545
