Wall time,Step,Value
1559571182.0256896,10,0.3914763033390045
1559571282.411975,20,0.3979523181915283
1559571394.70903,30,0.39401862025260925
1559571510.6777446,40,0.38321343064308167
1559571624.6940987,50,0.38592830300331116
1559571740.7893586,60,0.39771831035614014
1559571861.3305078,70,0.3815002143383026
1559571978.3921666,80,0.3808099329471588
1559572088.8680773,90,0.38693466782569885
1559572203.9877615,100,0.3828791677951813
1559572322.3912702,110,0.36832764744758606
1559572434.0381594,120,0.3670501708984375
1559572553.1730633,130,0.3767339885234833
1559572665.1916583,140,0.36900973320007324
1559572782.6596365,150,0.36020341515541077
1559572896.4580853,160,0.3580034673213959
1559573011.4147153,170,0.35046419501304626
1559573126.4740982,180,0.34370970726013184
1559573239.642252,190,0.33444786071777344
1559573360.3207357,200,0.3370889723300934
1559573473.66973,210,0.3420853614807129
1559573586.7047648,220,0.34925535321235657
1559573700.1448689,230,0.3121620714664459
1559573815.6917484,240,0.3207889497280121
1559573928.3137946,250,0.31871429085731506
1559574046.0937212,260,0.3338054418563843
1559574161.1021757,270,0.32574042677879333
1559574278.0169373,280,0.32547977566719055
1559574393.5146835,290,0.34305381774902344
1559574505.267381,300,0.32027196884155273
1559574622.6118104,310,0.3071770966053009
1559574737.3826787,320,0.2986426055431366
1559574851.2698925,330,0.30715617537498474
1559574971.506156,340,0.3224956691265106
1559575084.8799243,350,0.3070165812969208
1559575202.0711846,360,0.29909226298332214
1559575313.331463,370,0.302513062953949
1559575430.0577404,380,0.32826879620552063
1559575545.8937364,390,0.3017081618309021
1559575654.1924565,400,0.287709504365921
1559575776.510362,410,0.3027035892009735
1559575892.03774,420,0.3126313090324402
1559576006.640647,430,0.3175126612186432
1559576118.553175,440,0.2918033301830292
1559576234.6866663,450,0.3219410181045532
1559576351.5073054,460,0.3112654685974121
1559576467.4506397,470,0.28580614924430847
1559576581.211432,480,0.27156442403793335
1559576697.5819082,490,0.3064537048339844
1559576813.1363444,500,0.2786971628665924
